Branch,Client,balance_account,balance
24324,89643,3317,119952487.2
24325,89644,3317,119967430.8
24326,89645,3317,119982374.4
24327,89646,3317,119997318
24328,89647,3317,120012261.6
24329,89648,3317,120027205.1
24330,89649,3317,120042148.7
24331,89650,3317,120057092.3
24332,89651,3317,120072035.9
24333,89652,3317,120086979.5
24334,89653,3317,120101923.1
24335,89654,3317,120116866.6
24336,89655,3317,120131810.2
24337,89656,3317,120146753.8
24338,89657,3317,120161697.4
24339,89658,3317,120176641
24340,89659,3317,120191584.6
24341,89660,3317,120206528.2
24342,89661,3317,120221471.7
24343,89662,3317,120236415.3
24344,89663,3317,120251358.9
24345,89664,3317,120266302.5
24346,89665,3317,120281246.1
24347,89666,3317,120296189.7
24348,89667,3317,120311133.2
24349,89668,3317,120326076.8
24350,89669,3317,120341020.4
24351,89670,3317,120355964
24352,89671,3317,120370907.6
24353,89672,3317,120385851.2
24354,89673,3317,120400794.8
24355,89674,3317,120415738.3
24356,89675,3317,120430681.9
24357,89676,3317,120445625.5
24358,89677,3317,120460569.1
24359,89678,3317,120475512.7
24360,89679,3317,120490456.3
24361,89680,3317,120505399.8
24362,89681,3317,120520343.4
24363,89682,3317,120535287
24364,89683,3317,120550230.6
24365,89684,3317,120565174.2
24366,89685,3317,120580117.8
24367,89686,3317,120595061.4
24368,89687,3317,120610004.9
24369,89688,3317,120624948.5
24370,89689,3317,120639892.1
24371,89690,3317,120654835.7
24372,89691,3317,120669779.3
24373,89692,3317,120684722.9
24374,89693,3317,120699666.4
24375,89694,3317,120714610
24376,89695,3317,120729553.6
24377,89696,3317,120744497.2
24378,89697,3317,120759440.8
24379,89698,3317,120774384.4
24380,89699,3317,120789327.9
24381,89700,3317,120804271.5
24382,89701,3317,120819215.1
24383,89702,3317,120834158.7
24384,89703,3317,120849102.3
24385,89704,3317,120864045.9
24386,89705,3317,120878989.5
24387,89706,3317,120893933
24388,89707,3317,120908876.6
24389,89708,3317,120923820.2
24390,89709,3317,120938763.8
24391,89710,3317,120953707.4
24392,89711,3317,120968651
24393,89712,3317,120983594.5
24394,89713,3317,120998538.1
24395,89714,3317,121013481.7
24396,89715,3317,121028425.3
24397,89716,3317,121043368.9
24398,89717,3317,121058312.5
24399,89718,3317,121073256.1
24400,89719,3317,121088199.6
24401,89720,3317,121103143.2
24402,89721,3317,121118086.8
24403,89722,3317,121133030.4
24404,89723,3317,121147974
24405,89724,3317,121162917.6
24406,89725,3317,121177861.1
24407,89726,3317,121192804.7
24408,89727,3317,121207748.3
24409,89728,3317,121222691.9
24410,89729,3317,121237635.5
24411,89730,3317,121252579.1
24412,89731,3317,121267522.7
24413,89732,3317,121282466.2
24414,89733,3317,121297409.8
24415,89734,3317,121312353.4
24416,89735,3317,121327297
24417,89736,3317,121342240.6
24418,89737,3317,121357184.2
24419,89738,3317,121372127.7
24420,89739,3317,121387071.3
24421,89740,3317,121402014.9
24422,89741,3317,121416958.5
24423,89742,3317,121431902.1
24424,89743,3317,121446845.7
24425,89744,3317,121461789.2
24426,89745,3317,121476732.8
24427,89746,3317,121491676.4
24428,89747,3317,121506620
24429,89748,3317,121521563.6
24430,89749,3317,121536507.2
24431,89750,3317,121551450.8
24432,89751,3317,121566394.3
24433,89752,3317,121581337.9
24434,89753,3317,121596281.5
24435,89754,3317,121611225.1
24436,89755,3317,121626168.7
24437,89756,3317,121641112.3
24438,89757,3317,121656055.8
24439,89758,3317,121670999.4
24440,89759,3317,121685943
24441,89760,3317,121700886.6
24442,89761,3317,121715830.2
24443,89762,3317,121730773.8
24444,89763,3317,121745717.4
24445,89764,3317,121760660.9
24446,89765,3317,121775604.5
24447,89766,3317,121790548.1
24448,89767,3317,121805491.7
24449,89768,3317,121820435.3
24450,89769,3317,121835378.9
24451,89770,3317,121850322.4
24452,89771,3317,121865266
24453,89772,3317,121880209.6
24454,89773,3317,121895153.2
24455,89774,3317,121910096.8
24456,89775,3317,121925040.4
24457,89776,3317,121939984
24458,89777,3317,121954927.5
24459,89778,3317,121969871.1
24460,89779,3317,121984814.7
24461,89780,3317,121999758.3
24462,89781,3317,122014701.9
24463,89782,3317,122029645.5
24464,89783,3317,122044589
24465,89784,3317,122059532.6
24466,89785,3317,122074476.2
24467,89786,3317,122089419.8
24468,89787,3317,122104363.4
24469,89788,3317,122119307
24470,89789,3317,122134250.5
24471,89790,3317,122149194.1
24472,89791,3317,122164137.7
24473,89792,3317,122179081.3
24474,89793,3317,122194024.9
24475,89794,3317,122208968.5
24476,89795,3317,122223912.1
24477,89796,3317,122238855.6
24478,89797,3317,122253799.2
24479,89798,3317,122268742.8
24480,89799,3317,122283686.4
24481,89800,3317,122298630
24482,89801,3317,122313573.6
24483,89802,3317,122328517.1
24484,89803,3317,122343460.7
24485,89804,3317,122358404.3
24486,89805,3317,122373347.9
24487,89806,3317,122388291.5
24488,89807,3317,122403235.1
24489,89808,3317,122418178.7
24490,89809,3317,122433122.2
24491,89810,3317,122448065.8
24492,89811,3317,122463009.4
24493,89812,3317,122477953
24494,89813,3317,122492896.6
24495,89814,3317,122507840.2
24496,89815,3317,122522783.7
24497,89816,3317,122537727.3
24498,89817,3317,122552670.9
24499,89818,3317,122567614.5
24500,89819,3317,122582558.1
24501,89820,3317,122597501.7
24502,89821,3317,122612445.3
24503,89822,3317,122627388.8
24504,89823,3317,122642332.4
24505,89824,3317,122657276
24506,89825,3317,122672219.6
24507,89826,3317,122687163.2
24508,89827,3317,122702106.8
24509,89828,3317,122717050.3
24510,89829,3317,122731993.9
24511,89830,3317,122746937.5
24512,89831,3317,122761881.1
24513,89832,3317,122776824.7
24514,89833,3317,122791768.3
24515,89834,3317,122806711.8
24516,89835,3317,122821655.4
24517,89836,3317,122836599
24518,89837,3317,122851542.6
24519,89838,3317,122866486.2
24520,89839,3317,122881429.8
24521,89840,3317,122896373.4
24522,89841,3317,122911316.9
24523,89842,3317,122926260.5
24524,89843,3317,122941204.1
24525,89844,3317,122956147.7
24526,89845,3317,122971091.3
24527,89846,3317,122986034.9
24528,89847,3317,123000978.4
24529,89848,3317,123015922
24530,89849,3317,123030865.6
24531,89850,3317,123045809.2
24532,89851,3317,123060752.8
24533,89852,3317,123075696.4
24534,89853,3317,123090640
24535,89854,3317,123105583.5
24536,89855,3317,123120527.1
24537,89856,3317,123135470.7
24538,89857,3317,123150414.3
24539,89858,3317,123165357.9
24540,89859,3317,123180301.5
24541,89860,3317,123195245
24542,89861,3317,123210188.6
24543,89862,3317,123225132.2
24544,89863,3317,123240075.8
24545,89864,3317,123255019.4
24546,89865,3317,123269963
24547,89866,3317,123284906.6
24548,89867,3317,123299850.1
24549,89868,3317,123314793.7
24550,89869,3317,123329737.3
24551,89870,3317,123344680.9
24552,89871,3317,123359624.5
24553,89872,3317,123374568.1
24554,89873,3317,123389511.6
24555,89874,3317,123404455.2
24556,89875,3317,123419398.8
24557,89876,3317,123434342.4
24558,89877,3317,123449286
24559,89878,3317,123464229.6
24560,89879,3317,123479173.2
24561,89880,3317,123494116.7
24562,89881,3317,123509060.3
24563,89882,3317,123524003.9
24564,89883,3317,123538947.5
24565,89884,3317,123553891.1
24566,89885,3317,123568834.7
24567,89886,3317,123583778.2
24568,89887,3317,123598721.8
24569,89888,3317,123613665.4
24570,89889,3317,123628609
24571,89890,3317,123643552.6
24572,89891,3317,123658496.2
24573,89892,3317,123673439.7
24574,89893,3317,123688383.3
24575,89894,3317,123703326.9
24576,89895,3317,123718270.5
24577,89896,3317,123733214.1
24578,89897,3317,123748157.7
24579,89898,3317,123763101.3
24580,89899,3317,123778044.8
24581,89900,3317,123792988.4
24582,89901,3317,123807932
24583,89902,3317,123822875.6
24584,89903,3317,123837819.2
24585,89904,3317,123852762.8
24586,89905,3317,123867706.3
24587,89906,3317,123882649.9
24588,89907,3317,123897593.5
24589,89908,3317,123912537.1
24590,89909,3317,123927480.7
24591,89910,3317,123942424.3
24592,89911,3317,123957367.9
24593,89912,3317,123972311.4
24594,89913,3317,123987255
24595,89914,3317,124002198.6
24596,89915,3317,124017142.2
24597,89916,3317,124032085.8
24598,89917,3317,124047029.4
24599,89918,3317,124061972.9
24600,89919,3317,124076916.5
24601,89920,3317,124091860.1
24602,89921,3317,124106803.7
24603,89922,3317,124121747.3
24604,89923,3317,124136690.9
24605,89924,3317,124151634.5
24606,89925,3317,124166578
24607,89926,3317,124181521.6
24608,89927,3317,124196465.2
24609,89928,3317,124211408.8
24610,89929,3317,124226352.4
24611,89930,3317,124241296
24612,89931,3317,124256239.5
24613,89932,3317,124271183.1
24614,89933,3317,124286126.7
24615,89934,3317,124301070.3
24616,89935,3317,124316013.9
24617,89936,3317,124330957.5
24618,89937,3317,124345901
24619,89938,3317,124360844.6
24620,89939,3317,124375788.2
24621,89940,3317,124390731.8
24622,89941,3317,124405675.4
24623,89942,3317,124420619
24624,89943,3317,124435562.6
24625,89944,3317,124450506.1
24626,89945,3317,124465449.7
24627,89946,3317,124480393.3
24628,89947,3317,124495336.9
24629,89948,3317,124510280.5
24630,89949,3317,124525224.1
24631,89950,3317,124540167.6
24632,89951,3317,124555111.2
24633,89952,3317,124570054.8
24634,89953,3317,124584998.4
24635,89954,3317,124599942
24636,89955,3317,124614885.6
24637,89956,3317,124629829.2
24638,89957,3317,124644772.7
24639,89958,3317,124659716.3
24640,89959,3317,124674659.9
24641,89960,3317,124689603.5
24642,89961,3317,124704547.1
24643,89962,3317,124719490.7
24644,89963,3317,124734434.2
24645,89964,3317,124749377.8
24646,89965,3317,124764321.4
24647,89966,3317,124779265
24648,89967,3317,124794208.6
24649,89968,3317,124809152.2
24650,89969,3317,124824095.8
24651,89970,3317,124839039.3
24652,89971,3317,124853982.9
24653,89972,3317,124868926.5
24654,89973,3317,124883870.1
24655,89974,3317,124898813.7
24656,89975,3317,124913757.3
24657,89976,3317,124928700.8
24658,89977,3317,124943644.4
24659,89978,3317,124958588
24660,89979,3317,124973531.6
24661,89980,3317,124988475.2
24662,89981,3317,125003418.8
24663,89982,3317,125018362.3
24664,89983,3317,125033305.9
24665,89984,3317,125048249.5
24666,89985,3317,125063193.1
24667,89986,3317,125078136.7
24668,89987,3317,125093080.3
24669,89988,3317,125108023.9
24670,89989,3317,125122967.4
24671,89990,3317,125137911
24672,89991,3317,125152854.6
24673,89992,3317,125167798.2
24674,89993,3317,125182741.8
24675,89994,3317,125197685.4
24676,89995,3317,125212628.9
24677,89996,3317,125227572.5
24678,89997,3317,125242516.1
24679,89998,3317,125257459.7
24680,89999,3317,125272403.3
24681,90000,3317,125287346.9
24682,90001,3317,125302290.5
24683,90002,3317,125317234
24684,90003,3317,125332177.6
24685,90004,3317,125347121.2
24686,90005,3317,125362064.8
24687,90006,3317,125377008.4
24688,90007,3317,125391952
24689,90008,3317,125406895.5
24690,90009,3317,125421839.1
24691,90010,3317,125436782.7
24692,90011,3317,125451726.3
24693,90012,3317,125466669.9
24694,90013,3317,125481613.5
24695,90014,3317,125496557.1
24696,90015,3317,125511500.6
24697,90016,3317,125526444.2
24698,90017,3317,125541387.8
24699,90018,3317,125556331.4
24700,90019,3317,125571275
24701,90020,3317,125586218.6
24702,90021,3317,125601162.1
24703,90022,3317,125616105.7
24704,90023,3317,125631049.3
24705,90024,3317,125645992.9
24706,90025,3317,125660936.5
24707,90026,3317,125675880.1
24708,90027,3317,125690823.6
24709,90028,3317,125705767.2
24710,90029,3317,125720710.8
24711,90030,3317,125735654.4
24712,90031,3317,125750598
24713,90032,3317,125765541.6
24714,90033,3317,125780485.2
24715,90034,3317,125795428.7
24716,90035,3317,125810372.3
24717,90036,3317,125825315.9
24718,90037,3317,125840259.5
24719,90038,3317,125855203.1
24720,90039,3317,125870146.7
24721,90040,3317,125885090.2
24722,90041,3317,125900033.8
24723,90042,3317,125914977.4
24724,90043,3317,125929921
24725,90044,3317,125944864.6
24726,90045,3317,125959808.2
24727,90046,3317,125974751.8
24728,90047,3317,125989695.3
24729,90048,3317,126004638.9
24730,90049,3317,126019582.5
24731,90050,3317,126034526.1
24732,90051,3317,126049469.7
24733,90052,3317,126064413.3
24734,90053,3317,126079356.8
24735,90054,3317,126094300.4
24736,90055,3317,126109244
24737,90056,3317,126124187.6
24738,90057,3317,126139131.2
24739,90058,3317,126154074.8
24740,90059,3317,126169018.4
24741,90060,3317,126183961.9
24742,90061,3317,126198905.5
24743,90062,3317,126213849.1
24744,90063,3317,126228792.7
24745,90064,3317,126243736.3
24746,90065,3317,126258679.9
24747,90066,3317,126273623.4
24748,90067,3317,126288567
24749,90068,3317,126303510.6
24750,90069,3317,126318454.2
24751,90070,3317,126333397.8
24752,90071,3317,126348341.4
24753,90072,3317,126363284.9
24754,90073,3317,126378228.5
24755,90074,3317,126393172.1
24756,90075,3317,126408115.7
24757,90076,3317,126423059.3
24758,90077,3317,126438002.9
24759,90078,3317,126452946.5
24760,90079,3317,126467890
24761,90080,3317,126482833.6
24762,90081,3317,126497777.2
24763,90082,3317,126512720.8
24764,90083,3317,126527664.4
24765,90084,3317,126542608
24766,90085,3317,126557551.5
24767,90086,3317,126572495.1
24768,90087,3317,126587438.7
24769,90088,3317,126602382.3
24770,90089,3317,126617325.9
24771,90090,3317,126632269.5
24772,90091,3317,126647213.1
24773,90092,3317,126662156.6
24774,90093,3317,126677100.2
24775,90094,3317,126692043.8
24776,90095,3317,126706987.4
24777,90096,3317,126721931
24778,90097,3317,126736874.6
24779,90098,3317,126751818.1
24780,90099,3317,126766761.7
24781,90100,3317,126781705.3
24782,90101,3317,126796648.9
24783,90102,3317,126811592.5
24784,90103,3317,126826536.1
24785,90104,3317,126841479.7
24786,90105,3317,126856423.2
24787,90106,3317,126871366.8
24788,90107,3317,126886310.4
24789,90108,3317,126901254
24790,90109,3317,126916197.6
24791,90110,3317,126931141.2
24792,90111,3317,126946084.7
24793,90112,3317,126961028.3
24794,90113,3317,126975971.9
24795,90114,3317,126990915.5
24796,90115,3317,127005859.1
24797,90116,3317,127020802.7
24798,90117,3317,127035746.2
24799,90118,3317,127050689.8
24800,90119,3317,127065633.4
24801,90120,3317,127080577
24802,90121,3317,127095520.6
24803,90122,3317,127110464.2
24804,90123,3317,127125407.8
24805,90124,3317,127140351.3
24806,90125,3317,127155294.9
24807,90126,3317,127170238.5
24808,90127,3317,127185182.1
24809,90128,3317,127200125.7
24810,90129,3317,127215069.3
24811,90130,3317,127230012.8
24812,90131,3317,127244956.4
24813,90132,3317,127259900
24814,90133,3317,127274843.6
24815,90134,3317,127289787.2
24816,90135,3317,127304730.8
24817,90136,3317,127319674.4
24818,90137,3317,127334617.9
24819,90138,3317,127349561.5
24820,90139,3317,127364505.1
24821,90140,3317,127379448.7
24822,90141,3317,127394392.3
24823,90142,3317,127409335.9
24824,90143,3317,127424279.4
24825,90144,3317,127439223
24826,90145,3317,127454166.6
24827,90146,3317,127469110.2
24828,90147,3317,127484053.8
24829,90148,3317,127498997.4
24830,90149,3317,127513941
24831,90150,3317,127528884.5
24832,90151,3317,127543828.1
24833,90152,3317,127558771.7
24834,90153,3317,127573715.3
24835,90154,3317,127588658.9
24836,90155,3317,127603602.5
24837,90156,3317,127618546
24838,90157,3317,127633489.6
24839,90158,3317,127648433.2
24840,90159,3317,127663376.8
24841,90160,3317,127678320.4
24842,90161,3317,127693264
24843,90162,3317,127708207.6
24844,90163,3317,127723151.1
24845,90164,3317,127738094.7
24846,90165,3317,127753038.3
24847,90166,3317,127767981.9
24848,90167,3317,127782925.5
24849,90168,3317,127797869.1
24850,90169,3317,127812812.6
24851,90170,3317,127827756.2
24852,90171,3317,127842699.8
24853,90172,3317,127857643.4
24854,90173,3317,127872587
24855,90174,3317,127887530.6
24856,90175,3317,127902474.1
24857,90176,3317,127917417.7
24858,90177,3317,127932361.3
24859,90178,3317,127947304.9
24860,90179,3317,127962248.5
24861,90180,3317,127977192.1
24862,90181,3317,127992135.7
24863,90182,3317,128007079.2
24864,90183,3317,128022022.8
24865,90184,3317,128036966.4
24866,90185,3317,128051910
24867,90186,3317,128066853.6
24868,90187,3317,128081797.2
24869,90188,3317,128096740.7
24870,90189,3317,128111684.3
24871,90190,3317,128126627.9
24872,90191,3317,128141571.5
24873,90192,3317,128156515.1
24874,90193,3317,128171458.7
24875,90194,3317,128186402.3
24876,90195,3317,128201345.8
24877,90196,3317,128216289.4
24878,90197,3317,128231233
24879,90198,3317,128246176.6
24880,90199,3317,128261120.2
24881,90200,3317,128276063.8
24882,90201,3317,128291007.3
24883,90202,3317,128305950.9
24884,90203,3317,128320894.5
24885,90204,3317,128335838.1
24886,90205,3317,128350781.7
24887,90206,3317,128365725.3
24888,90207,3317,128380668.9
24889,90208,3317,128395612.4
24890,90209,3317,128410556
24891,90210,3317,128425499.6
24892,90211,3317,128440443.2
24893,90212,3317,128455386.8
24894,90213,3317,128470330.4
24895,90214,3317,128485273.9
24896,90215,3317,128500217.5
24897,90216,3317,128515161.1
24898,90217,3317,128530104.7
24899,90218,3317,128545048.3
24900,90219,3317,128559991.9
24901,90220,3317,128574935.4
24902,90221,3317,128589879
24903,90222,3317,128604822.6
24904,90223,3317,128619766.2
24905,90224,3317,128634709.8
24906,90225,3317,128649653.4
24907,90226,3317,128664597
24908,90227,3317,128679540.5
24909,90228,3317,128694484.1
24910,90229,3317,128709427.7
24911,90230,3317,128724371.3
24912,90231,3317,128739314.9
24913,90232,3317,128754258.5
24914,90233,3317,128769202
24915,90234,3317,128784145.6
24916,90235,3317,128799089.2
24917,90236,3317,128814032.8
24918,90237,3317,128828976.4
24919,90238,3317,128843920
24920,90239,3317,128858863.6
24921,90240,3317,128873807.1
24922,90241,3317,128888750.7
24923,90242,3317,128903694.3
24924,90243,3317,128918637.9
24925,90244,3317,128933581.5
24926,90245,3317,128948525.1
24927,90246,3317,128963468.6
24928,90247,3317,128978412.2
24929,90248,3317,128993355.8
24930,90249,3317,129008299.4
24931,90250,3317,129023243
24932,90251,3317,129038186.6
24933,90252,3317,129053130.2
24934,90253,3317,129068073.7
24935,90254,3317,129083017.3
24936,90255,3317,129097960.9
24937,90256,3317,129112904.5
24938,90257,3317,129127848.1
24939,90258,3317,129142791.7
24940,90259,3317,129157735.2
24941,90260,3317,129172678.8
24942,90261,3317,129187622.4
24943,90262,3317,129202566
24944,90263,3317,129217509.6
24945,90264,3317,129232453.2
24946,90265,3317,129247396.7
24947,90266,3317,129262340.3
24948,90267,3317,129277283.9
24949,90268,3317,129292227.5
24950,90269,3317,129307171.1
24951,90270,3317,129322114.7
24952,90271,3317,129337058.3
24953,90272,3317,129352001.8
24954,90273,3317,129366945.4
24955,90274,3317,129381889
24956,90275,3317,129396832.6
24957,90276,3317,129411776.2
24958,90277,3317,129426719.8
24959,90278,3317,129441663.3
24960,90279,3317,129456606.9
24961,90280,3317,129471550.5
24962,90281,3317,129486494.1
24963,90282,3317,129501437.7
24964,90283,3317,129516381.3
24965,90284,3317,129531324.9
24966,90285,3317,129546268.4
24967,90286,3317,129561212
24968,90287,3317,129576155.6
24969,90288,3317,129591099.2
24970,90289,3317,129606042.8
24971,90290,3317,129620986.4
24972,90291,3317,129635929.9
24973,90292,3317,129650873.5
24974,90293,3317,129665817.1
24975,90294,3317,129680760.7
24976,90295,3317,129695704.3
24977,90296,3317,129710647.9
24978,90297,3317,129725591.5
24979,90298,3317,129740535
24980,90299,3317,129755478.6
24981,90300,3317,129770422.2
24982,90301,3317,129785365.8
24983,90302,3317,129800309.4
24984,90303,3317,129815253
24985,90304,3317,129830196.5
24986,90305,3317,129845140.1
24987,90306,3317,129860083.7
24988,90307,3317,129875027.3
24989,90308,3317,129889970.9
24990,90309,3317,129904914.5
24991,90310,3317,129919858
24992,90311,3317,129934801.6
24993,90312,3317,129949745.2
24994,90313,3317,129964688.8
24995,90314,3317,129979632.4
24996,90315,3317,129994576
24997,90316,3317,130009519.6
24998,90317,3317,130024463.1
24999,90318,3317,130039406.7
25000,90319,3317,130054350.3
25001,90320,3317,130069293.9
25002,90321,3317,130084237.5
25003,90322,3317,130099181.1
25004,90323,3317,130114124.6
25005,90324,3317,130129068.2
25006,90325,3317,130144011.8
25007,90326,3317,130158955.4
25008,90327,3317,130173899
25009,90328,3317,130188842.6
25010,90329,3317,130203786.2
25011,90330,3317,130218729.7
25012,90331,3317,130233673.3
25013,90332,3317,130248616.9
25014,90333,3317,130263560.5
25015,90334,3317,130278504.1
25016,90335,3317,130293447.7
25017,90336,3317,130308391.2
25018,90337,3317,130323334.8
25019,90338,3317,130338278.4
25020,90339,3317,130353222
25021,90340,3317,130368165.6
25022,90341,3317,130383109.2
25023,90342,3317,130398052.8
25024,90343,3317,130412996.3
25025,90344,3317,130427939.9
25026,90345,3317,130442883.5
25027,90346,3317,130457827.1
25028,90347,3317,130472770.7
25029,90348,3317,130487714.3
25030,90349,3317,130502657.8
25031,90350,3317,130517601.4
25032,90351,3317,130532545
25033,90352,3317,130547488.6
25034,90353,3317,130562432.2
25035,90354,3317,130577375.8
25036,90355,3317,130592319.3
25037,90356,3317,130607262.9
25038,90357,3317,130622206.5
25039,90358,3317,130637150.1
25040,90359,3317,130652093.7
25041,90360,3317,130667037.3
25042,90361,3317,130681980.9
25043,90362,3317,130696924.4
25044,90363,3317,130711868
25045,90364,3317,130726811.6
25046,90365,3317,130741755.2
25047,90366,3317,130756698.8
25048,90367,3317,130771642.4
25049,90368,3317,130786585.9
25050,90369,3317,130801529.5
25051,90370,3317,130816473.1
25052,90371,3317,130831416.7
25053,90372,3317,130846360.3
25054,90373,3317,130861303.9
25055,90374,3317,130876247.5
25056,90375,3317,130891191
25057,90376,3317,130906134.6
25058,90377,3317,130921078.2
25059,90378,3317,130936021.8
25060,90379,3317,130950965.4
25061,90380,3317,130965909
25062,90381,3317,130980852.5
25063,90382,3317,130995796.1
25064,90383,3317,131010739.7
25065,90384,3317,131025683.3
25066,90385,3317,131040626.9
25067,90386,3317,131055570.5
25068,90387,3317,131070514.1
25069,90388,3317,131085457.6
25070,90389,3317,131100401.2
25071,90390,3317,131115344.8
25072,90391,3317,131130288.4
25073,90392,3317,131145232
25074,90393,3317,131160175.6
25075,90394,3317,131175119.1
25076,90395,3317,131190062.7
25077,90396,3317,131205006.3
25078,90397,3317,131219949.9
25079,90398,3317,131234893.5
25080,90399,3317,131249837.1
25081,90400,3317,131264780.6
25082,90401,3317,131279724.2
25083,90402,3317,131294667.8
25084,90403,3317,131309611.4
25085,90404,3317,131324555
25086,90405,3317,131339498.6
25087,90406,3317,131354442.2
25088,90407,3317,131369385.7
25089,90408,3317,131384329.3
25090,90409,3317,131399272.9
25091,90410,3317,131414216.5
25092,90411,3317,131429160.1
25093,90412,3317,131444103.7
25094,90413,3317,131459047.2
25095,90414,3317,131473990.8
25096,90415,3317,131488934.4
25097,90416,3317,131503878
25098,90417,3317,131518821.6
25099,90418,3317,131533765.2
25100,90419,3317,131548708.8
25101,90420,3317,131563652.3
25102,90421,3317,131578595.9
25103,90422,3317,131593539.5
25104,90423,3317,131608483.1
25105,90424,3317,131623426.7
25106,90425,3317,131638370.3
25107,90426,3317,131653313.8
25108,90427,3317,131668257.4
25109,90428,3317,131683201
25110,90429,3317,131698144.6
25111,90430,3317,131713088.2
25112,90431,3317,131728031.8
25113,90432,3317,131742975.4
25114,90433,3317,131757918.9
25115,90434,3317,131772862.5
25116,90435,3317,131787806.1
25117,90436,3317,131802749.7
25118,90437,3317,131817693.3
25119,90438,3317,131832636.9
25120,90439,3317,131847580.4
25121,90440,3317,131862524
25122,90441,3317,131877467.6
25123,90442,3317,131892411.2
25124,90443,3317,131907354.8
25125,90444,3317,131922298.4
25126,90445,3317,131937241.9
25127,90446,3317,131952185.5
25128,90447,3317,131967129.1
25129,90448,3317,131982072.7
25130,90449,3317,131997016.3
25131,90450,3317,132011959.9
25132,90451,3317,132026903.5
25133,90452,3317,132041847
25134,90453,3317,132056790.6
25135,90454,3317,132071734.2
25136,90455,3317,132086677.8
25137,90456,3317,132101621.4
25138,90457,3317,132116565
25139,90458,3317,132131508.5
25140,90459,3317,132146452.1
25141,90460,3317,132161395.7
25142,90461,3317,132176339.3
25143,90462,3317,132191282.9
25144,90463,3317,132206226.5
25145,90464,3317,132221170.1
25146,90465,3317,132236113.6
25147,90466,3317,132251057.2
25148,90467,3317,132266000.8
25149,90468,3317,132280944.4
25150,90469,3317,132295888
25151,90470,3317,132310831.6
25152,90471,3317,132325775.1
25153,90472,3317,132340718.7
25154,90473,3317,132355662.3
25155,90474,3317,132370605.9
25156,90475,3317,132385549.5
25157,90476,3317,132400493.1
25158,90477,3317,132415436.7
25159,90478,3317,132430380.2
25160,90479,3317,132445323.8
25161,90480,3317,132460267.4
25162,90481,3317,132475211
25163,90482,3317,132490154.6
25164,90483,3317,132505098.2
25165,90484,3317,132520041.7
25166,90485,3317,132534985.3
25167,90486,3317,132549928.9
25168,90487,3317,132564872.5
25169,90488,3317,132579816.1
25170,90489,3317,132594759.7
25171,90490,3317,132609703.3
25172,90491,3317,132624646.8
25173,90492,3317,132639590.4
25174,90493,3317,132654534
25175,90494,3317,132669477.6
25176,90495,3317,132684421.2
25177,90496,3317,132699364.8
25178,90497,3317,132714308.3
25179,90498,3317,132729251.9
25180,90499,3317,132744195.5
25181,90500,3317,132759139.1
25182,90501,3317,132774082.7
25183,90502,3317,132789026.3
25184,90503,3317,132803969.8
25185,90504,3317,132818913.4
25186,90505,3317,132833857
25187,90506,3317,132848800.6
25188,90507,3317,132863744.2
25189,90508,3317,132878687.8
25190,90509,3317,132893631.4
25191,90510,3317,132908574.9
25192,90511,3317,132923518.5
25193,90512,3317,132938462.1
25194,90513,3317,132953405.7
25195,90514,3317,132968349.3
25196,90515,3317,132983292.9
25197,90516,3317,132998236.4
25198,90517,3317,133013180
25199,90518,3317,133028123.6
25200,90519,3317,133043067.2
25201,90520,3317,133058010.8
25202,90521,3317,133072954.4
25203,90522,3317,133087898
25204,90523,3317,133102841.5
25205,90524,3317,133117785.1
25206,90525,3317,133132728.7
25207,90526,3317,133147672.3
25208,90527,3317,133162615.9
25209,90528,3317,133177559.5
25210,90529,3317,133192503
25211,90530,3317,133207446.6
25212,90531,3317,133222390.2
25213,90532,3317,133237333.8
25214,90533,3317,133252277.4
25215,90534,3317,133267221
25216,90535,3317,133282164.6
25217,90536,3317,133297108.1
25218,90537,3317,133312051.7
25219,90538,3317,133326995.3
25220,90539,3317,133341938.9
25221,90540,3317,133356882.5
25222,90541,3317,133371826.1
25223,90542,3317,133386769.6
25224,90543,3317,133401713.2
25225,90544,3317,133416656.8
25226,90545,3317,133431600.4
25227,90546,3317,133446544
25228,90547,3317,133461487.6
25229,90548,3317,133476431.1
25230,90549,3317,133491374.7
25231,90550,3317,133506318.3
25232,90551,3317,133521261.9
25233,90552,3317,133536205.5
25234,90553,3317,133551149.1
25235,90554,3317,133566092.7
25236,90555,3317,133581036.2
25237,90556,3317,133595979.8
25238,90557,3317,133610923.4
25239,90558,3317,133625867
25240,90559,3317,133640810.6
25241,90560,3317,133655754.2
25242,90561,3317,133670697.7
25243,90562,3317,133685641.3
25244,90563,3317,133700584.9
25245,90564,3317,133715528.5
25246,90565,3317,133730472.1
25247,90566,3317,133745415.7
25248,90567,3317,133760359.3
25249,90568,3317,133775302.8
25250,90569,3317,133790246.4
25251,90570,3317,133805190
25252,90571,3317,133820133.6
25253,90572,3317,133835077.2
25254,90573,3317,133850020.8
25255,90574,3317,133864964.3
25256,90575,3317,133879907.9
25257,90576,3317,133894851.5
25258,90577,3317,133909795.1
25259,90578,3317,133924738.7
25260,90579,3317,133939682.3
25261,90580,3317,133954625.9
25262,90581,3317,133969569.4
25263,90582,3317,133984513
25264,90583,3317,133999456.6
25265,90584,3317,134014400.2
25266,90585,3317,134029343.8
25267,90586,3317,134044287.4
